Nome: SANTA ROSA
Codigo Estacao: A810
Latitude: -27.89055555
Longitude: -54.47999999
Altitude: 272.84
Situacao: Pane
Data Inicial: 2006-11-14
Data Final: 2024-12-31
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2007-02-17;11,8;27,1;22,6;21,1;87,5;1,5;
2007-02-18;27,2;22,5;19,1;16;81,5;2,2;
2007-02-19;0;27,4;20,2;15,3;79,8;2,8;
2007-02-20;0;29,8;22,8;16,8;81;2;
2007-02-21;0;31,1;24,9;20;78,1;2,1;
2007-02-22;1;31,9;25,3;22,2;82,9;1,6;
2007-02-23;4,8;31,4;24,9;22,1;87,3;1,2;
2007-02-24;0;33,6;25,8;21,5;84,4;1,9;
2007-02-25;15,8;32;25,6;20,5;81,6;,9;
2007-02-26;,2;33,6;26,3;20,7;77,8;1;
2007-02-27;0;33;25,7;19,7;76,3;1,4;
2007-02-28;0;33,1;25,9;20,9;78,1;1,7;
2007-03-01;0;33,9;27,1;22,2;73;1,8;
2007-03-02;6;28;23,5;20,6;84;2,3;
2007-03-03;,2;30;24,1;20,6;83,8;1,5;
2007-03-04;0;33,8;25,4;21;80,9;1,4;
2007-03-05;0;34,5;25,6;21,7;80,3;1,5;
2007-03-06;,8;35,6;26,2;21,3;76;1,2;
2007-03-07;6,6;34,5;26;20,4;73,9;1,3;
2007-03-08;0;35,2;27;19,8;69,9;1,5;
2007-03-09;0;32,7;22,9;20,6;84,5;2;
2007-03-10;62,8;23,3;20,1;18,7;94,8;,7;
2007-03-11;15;28,8;21,7;16,2;81,6;1,3;
2007-03-12;0;31,2;22,8;16,1;78,9;1;
2007-03-13;,2;32,1;24;17,6;82;,8;
2007-03-14;0;32,4;24,8;18,9;79,4;,9;
2007-03-15;41;29,5;24,3;21,1;85,6;1,3;
2007-03-16;0;28,7;23,3;20;86;,8;
2007-03-17;,6;28,7;23;19,3;78,8;2,4;
2007-03-18;0;24,6;19,2;16,6;83,5;1,5;
2007-03-19;,2;26,8;19,8;16,1;85,8;,7;
2007-03-20;4,6;27,7;20,3;14,8;84;,7;
2007-03-21;0;29,6;21,9;15,9;79,5;1;
2007-03-22;,2;32,5;24;17,8;73;1,1;
2007-03-23;0;32,8;23,9;16,7;74,5;1,2;
2007-03-24;0;32,6;24,3;17,7;75,7;,9;
2007-03-25;0;28,2;23,6;20,2;84,5;1,5;
2007-03-26;,4;35,4;26,2;19,5;71,3;1,4;
2007-03-27;0;36;27,4;21,3;67;1,9;
2007-03-28;0;36,5;28,2;21,6;67,1;1,3;
2007-03-29;0;37,6;28,1;20,1;65,6;,9;
2007-03-30;0;37,2;28,2;20,5;64,7;1,4;
2007-03-31;0;27,6;24;20,7;79,5;,9;
2007-04-01;0;31;24,6;19,7;78,2;,6;
2007-04-02;0;34,2;25,6;19,6;74,9;,9;
2007-04-03;0;29,9;23,6;21,7;84,4;1,3;
2007-04-04;27;32;23,5;17,8;79,8;1;
2007-04-05;,4;30,9;23,7;18,8;75,8;2;
2007-04-06;0;26,7;21,2;18,3;88,1;1,4;
2007-04-07;10,8;23,4;19,9;17,4;93,7;,9;
2007-04-08;15,6;25,7;20,1;16,8;84,9;1,6;
2007-04-09;,8;26,5;19,2;12,7;78,8;1,1;
2007-04-10;0;28,1;19,5;13,2;75,2;1,2;
2007-04-11;0;31,3;21,9;13,5;73,5;1,3;
2007-04-12;27;24,6;21,1;19,3;89,8;1;
2007-04-13;,2;29,9;21,3;14,3;76,8;1,3;
2007-04-14;0;22,1;20;19,3;89,1;2,3;
2007-04-15;71,2;29,2;22,6;18;86,3;1,9;
2007-04-16;0;32,1;24,6;18,7;79,3;1;
2007-04-17;0;33,4;24,9;18,9;75,6;1,1;
2007-04-18;0;33,8;25;18,6;73,2;,9;
2007-04-19;0;32,3;24,1;17,8;71,1;1;
2007-04-20;0;32,7;24,9;17,7;72,2;1,2;
2007-04-21;0;32,9;24,3;18,3;74;1;
2007-04-22;0;33,1;24,1;17,4;71,7;,9;
2007-04-23;0;32,3;24,1;17,7;72,3;1,1;
2007-04-24;,2;24,5;21,5;20,6;90,6;1,2;
2007-04-25;37,4;21,9;20,5;19,5;95,5;,9;
2007-04-26;3,6;20,5;17,6;16,3;89,5;2,2;
2007-04-27;0;20,1;13,4;8,3;70;2;
2007-04-28;0;24,2;14,5;7;65,6;1,7;
2007-04-29;0;26,7;15,8;7,1;75,8;,8;
2007-04-30;0;28,9;18,7;9,5;71,7;1,1;
2007-05-01;0;31,5;22,9;16,3;70,1;1,4;
2007-05-02;0;24,7;20,4;19,5;92;1;
2007-05-03;17,2;21,7;18,2;14,6;91,9;1,4;
2007-05-04;,2;30,4;22,3;16,6;79,3;1,2;
2007-05-05;,2;31,2;22,8;16,9;74,2;1,2;
2007-05-06;0;29,4;20,9;16,8;81,9;1,6;
2007-05-07;62,6;19,6;16,7;15,8;92,7;3;
2007-05-08;6,2;15,4;11;8,2;70;2,9;
2007-05-09;0;15,9;9,1;3;70,8;2,3;
2007-05-10;0;20,9;12,3;5,8;74,3;1,4;
2007-05-11;0;24,4;16,8;10,9;72,8;1;
2007-05-12;0;25,2;16,3;9;76,8;,8;
2007-05-13;,6;16,4;15;14;90,1;2;
2007-05-14;33,6;16,5;13,6;11,1;88,5;1,7;
2007-05-15;0;23,7;15,2;9,6;87,7;1,1;
2007-05-16;56,8;19,3;16,4;11,5;94,6;1,9;
2007-05-17;29,8;20,1;15,1;12,8;79,8;2,8;
2007-05-18;0;18,7;12,4;7,9;80,9;2,4;
2007-05-19;,2;20,2;12,6;7,6;82,7;2,5;
2007-05-20;0;21,4;15,4;10,4;91,1;,9;
2007-05-21;71,8;20,4;18,2;14,7;93,6;1,6;
2007-05-22;0;22,7;17,5;15,3;85,5;,9;
2007-05-23;0;16,1;12,8;10,4;77,2;2,7;
2007-05-24;0;14;7,5;1,7;79,7;1,2;
2007-05-25;0;18,1;8,8;2,2;78,9;1,1;
2007-05-26;,2;20,9;11,2;3,9;80,3;,8;
2007-05-27;0;21,9;13,4;7,4;79,6;,8;
2007-05-28;0;15,8;10,8;8,6;79;2,1;
2007-05-29;0;10,1;4,8;,2;71,3;1,2;
2007-05-30;0;15,4;6,3;-1,1;79,6;1,7;
2007-05-31;0;16,5;10,4;4,7;76,5;1,1;
2007-06-01;0;14,9;13,4;8,7;84,8;,5;
2007-06-02;1;16;9,1;2,2;80,7;,7;
2007-06-03;,2;19,4;8,7;1,1;78,8;1,1;
2007-06-04;0;19,5;9,5;1;78,1;1;
2007-06-05;0;21,5;10,6;1,9;75,8;,9;
2007-06-06;,2;23,8;12,6;3,6;74,4;,6;
2007-06-07;0;25,2;17,2;9,1;76,7;,5;
2007-06-08;0;27,8;19,3;12,8;84;,9;
2007-06-09;0;28,5;22;17,3;76,7;1,1;
2007-06-10;0;29,5;23,3;19,6;67,9;1,4;
2007-06-11;0;29;22,5;18,6;65,3;1,4;
2007-06-12;0;29,4;21,9;17,1;66;1,1;
2007-06-13;0;28,1;22,5;18,5;66;1,2;
2007-06-14;0;28,7;22,2;17,8;66;1,3;
2007-06-15;0;23;17,4;18,8;78,9;2,5;
2007-06-16;3,8;15,2;9,5;7,2;81,3;1,7;
2007-06-17;0;14,7;9,9;4,2;87,9;,6;
2007-06-18;0;18,3;13,7;9,3;84,9;1,4;
2007-06-19;0;28,7;20,4;11,8;75,4;,9;
2007-06-20;0;30,2;22,7;16,2;63,8;1,6;
2007-06-21;0;29,8;23,3;18,7;56,1;1,3;
2007-06-22;0;28,4;22,2;18,6;60,4;1,2;
2007-06-23;0;23,2;20,1;18,6;68,4;1,6;
2007-06-24;7,8;16,9;11,2;10,1;78,5;2,4;
2007-06-25;0;11,3;7,3;3,7;71,7;2,4;
2007-06-26;null;null;null;null;95,9;null;
2007-06-27;null;null;null;null;null;null;
2007-06-28;null;null;null;null;83,8;null;
2007-06-29;null;null;null;null;77,9;null;
2007-06-30;,4;14,6;8,6;5,4;96,9;,6;
2007-07-01;,2;18;11,2;6;87,4;1;
2007-07-02;,2;23,4;12,5;3,9;83;,6;
2007-07-03;,4;24,5;13,8;6,3;82,9;,8;
2007-07-04;0;28,6;19,1;9,3;66;1,3;
2007-07-05;0;28;21,3;16,4;54,3;1,2;
2007-07-06;0;27,5;23,1;19,8;54,3;1,4;
2007-07-07;5,4;23,9;20,5;17,6;74,1;1;
2007-07-08;37,6;22,2;16,1;14,2;92,6;2,2;
2007-07-09;6,4;null;null;12,5;92,8;null;
2007-07-10;null;null;null;null;null;null;
2007-07-11;null;null;null;null;73,3;null;
2007-07-12;null;null;null;null;88;null;
2007-07-13;5,4;15,5;11,7;4,3;95,9;,3;
2007-07-14;,6;17,3;13,3;10,9;89;1,2;
2007-07-15;,2;15,9;7,9;,5;78,3;,9;
2007-07-16;0;19,9;9,9;2,4;74,4;1;
2007-07-17;,4;17,1;12,1;7,6;90,7;,8;
2007-07-18;2;16,1;11,5;9,9;89,7;1,2;
2007-07-19;,2;19;9,8;4,2;85,5;,9;
2007-07-20;,2;22,6;13,4;5,6;75,3;1,4;
2007-07-21;0;19,5;13;9,1;85;1,8;
2007-07-22;21,6;20,8;15,8;13,3;90;2,2;
2007-07-23;1,2;14,3;8,8;4,4;71;1,2;
2007-07-24;0;15,4;7,5;1,5;72,2;1,1;
2007-07-25;0;11,5;6,4;1,1;77,2;1,5;
2007-07-26;0;17;6,6;-1,4;76,3;1;
2007-07-27;0;19;8,6;,7;77,9;,8;
2007-07-28;0;14,8;8,7;4,7;69,4;4,3;
2007-07-29;0;15,6;7,2;,4;58,2;2,7;
2007-07-30;0;17,7;11,3;3,3;65,9;1,3;
2007-07-31;0;21,7;12;3,2;79,9;,9;
2007-08-01;,2;25,9;15,5;6,9;78,4;,8;
2007-08-02;7,8;18,1;16;10,8;89,8;2,3;
2007-08-03;8,8;17,2;14,4;14,4;97,3;1,8;
2007-08-04;,6;11,3;null;8,8;95,9;null;
2007-08-05;null;null;null;null;78,8;null;
2007-08-06;0;20;12,7;6,8;92,1;1,1;
2007-08-07;6,8;15,7;10,7;8,2;81,9;1,5;
2007-08-08;,2;22,9;11,5;3;74,2;1,4;
2007-08-09;0;29,5;21,3;8,5;64;1,5;
2007-08-10;0;23,8;15,8;14,7;76,2;2,2;
2007-08-11;2,8;13,8;7,7;,9;81,5;2,1;
2007-08-12;0;26;14,5;3,2;78,5;1,3;
2007-08-13;0;27,7;20,9;12,8;69,7;1,9;
2007-08-14;0;28,6;22,6;18,5;62,5;1,7;
2007-08-15;0;31,2;23,3;17,1;52,7;1,5;
2007-08-16;0;27,9;19,3;15,1;69,8;2,2;
2007-08-17;0;22,1;15,7;12,4;78;3,3;
2007-08-18;0;14,7;12;9;87,1;2,3;
2007-08-19;0;14,6;12,7;9,9;90;2;
2007-08-20;,8;14,2;9,5;7,5;84;2,2;
2007-08-21;,2;22;10,9;3,4;70,9;2,3;
2007-08-22;0;24,1;15,5;8,6;69,5;,9;
2007-08-23;0;32,4;22,2;13;61,4;1,1;
2007-08-24;0;30,4;21,9;14,9;59,2;1,6;
2007-08-25;11,6;19,4;16,2;12,7;85,9;2,6;
2007-08-26;13,2;17,3;null;13;94,4;2,4;
2007-08-27;null;null;null;null;65,4;null;
2007-08-28;,2;18,3;8,5;,6;75,7;1,2;
2007-08-29;0;20;12,3;6;67,3;2,9;
2007-08-30;0;23,3;14,9;8;71,5;2,5;
2007-08-31;,4;22,1;17;12,8;82,2;1,1;
2007-09-01;,2;21,5;15,3;10,5;86,8;1,6;
2007-09-02;0;26,6;18,9;12,9;77,9;1,6;
2007-09-03;,2;31,7;22,2;14,4;74,3;,9;
2007-09-04;0;34,7;24,3;17;57,3;1,5;
2007-09-05;0;34,3;24,3;17,6;58,9;1,2;
2007-09-06;0;29,1;22,6;16,6;70,9;2,1;
2007-09-07;0;33,2;24;16,4;64,7;1,2;
2007-09-08;0;33,7;24,5;16;55;1,4;
2007-09-09;0;34,3;25,1;18,3;53,8;1,3;
2007-09-10;0;31,1;23,6;16,9;57;1,5;
2007-09-11;0;30,9;23;16,1;58,7;1,3;
2007-09-12;,2;28,9;22,8;18,5;65,8;1,1;
2007-09-13;,2;30,9;23,6;17,5;63,1;1,3;
2007-09-14;0;29,3;22,4;17,4;60,8;3;
2007-09-15;12,6;24;20;17,4;88,2;1,4;
2007-09-16;,6;27,7;21;15,9;80,6;2,1;
2007-09-17;0;26,9;21,3;17,5;75;3,7;
2007-09-18;7,4;22,5;null;17,4;83,5;2,2;
2007-09-19;null;null;null;null;64,1;null;
2007-09-20;9,2;20,1;16,6;13,2;89,4;1,6;
2007-09-21;null;28;null;15,2;82,4;null;
2007-09-22;37,6;22,5;null;18,5;89,1;3;
2007-09-23;null;null;null;null;null;null;
2007-09-24;null;null;null;null;51,1;null;
2007-09-25;0;19,1;11;4;69,3;2,8;
2007-09-26;0;19;13,8;10;75,5;2,8;
2007-09-27;,6;25;18,5;12,5;76,7;1,4;
2007-09-28;0;27;17,8;8,4;67,3;1,5;
2007-09-29;0;30,5;20,6;12,2;60,8;3;
2007-09-30;0;30,7;22,3;15,2;60,8;2,1;
2007-10-01;0;29,5;21,5;16,2;58,4;2,3;
2007-10-02;0;31,5;23;16,5;59,9;2,2;
2007-10-03;0;30,8;24,7;19,6;60,6;1,6;
2007-10-04;8,8;25,2;22;18,8;75,3;1,6;
2007-10-05;0;27;23,2;19,4;65,2;1,7;
2007-10-06;null;30,7;null;18,7;71,5;2,2;
2007-10-07;4,2;26,8;21,9;18,2;82,1;2,4;
2007-10-08;0;29,5;22,1;17,3;75,7;2,4;
2007-10-09;0;32,5;25;18,8;70,3;1;
2007-10-10;5;26,8;null;20,9;88,7;1,9;
2007-10-11;null;null;null;null;null;null;
2007-10-12;null;null;null;null;null;null;
2007-10-13;null;null;null;null;73,3;null;
2007-10-14;0;24,1;17,5;13,1;82;2,9;
2007-10-15;28,2;21,8;19,1;17,2;94,8;1,8;
2007-10-16;null;23,1;null;18,5;87,2;1,8;
2007-10-17;,2;26,7;18,3;11,4;77,8;,7;
2007-10-18;0;30,2;21,7;13,9;67,8;1;
2007-10-19;0;30,9;23;15,5;68,9;1,1;
2007-10-20;0;31,4;22,6;15,2;79,3;1,3;
2007-10-21;42,8;24,7;20,4;17,7;82,7;1,9;
2007-10-22;2,2;30,3;21,4;14,5;73,5;1,7;
2007-10-23;,2;25,4;19,6;15,8;75;2,5;
2007-10-24;1,8;29,8;22;15,2;67,5;1,7;
2007-10-25;0;30,7;23,1;16,4;66;1,5;
2007-10-26;0;33,2;24,9;16,7;67,6;1;
2007-10-27;0;28,7;21,8;17,6;81;1,4;
2007-10-28;5;33,2;23,9;15,8;77,2;1,4;
2007-10-29;9,2;25,5;21,6;19,2;79,2;4,3;
2007-10-30;,6;24,2;20,4;18;82,5;2,5;
2007-10-31;6,2;32,6;25;18,9;74,4;1,6;
2007-11-01;74,4;25,9;20,9;19,1;91,3;1,4;
2007-11-02;null;18,3;null;15,2;87,8;null;
2007-11-03;null;26,1;null;10,4;59,5;null;
2007-11-04;0;23,4;17,1;12,1;64,5;2,2;
2007-11-05;0;26,1;16,3;6;52,4;1,3;
2007-11-06;0;28,3;18,8;7,8;53,7;1,2;
2007-11-07;0;32,1;22,5;13;56,8;1,1;
2007-11-08;0;35,1;25,1;14,8;56,3;1;
2007-11-09;0;27,2;22,2;21,3;76,3;2,3;
2007-11-10;3,8;23,3;18,7;16,4;91;1,4;
2007-11-11;8;22,5;17;11,7;64,3;2,5;
2007-11-12;0;27;null;6,7;53,6;1,6;
2007-11-13;null;null;null;null;null;null;
2007-11-14;null;null;null;null;null;null;
2007-11-15;null;null;null;null;null;null;
2007-11-16;null;30,3;20,6;null;61,7;2,2;
2007-11-17;0;31,6;24,7;18,8;62,8;2;
2007-11-18;28,2;26,7;22;19,7;83,6;1,6;
2007-11-19;null;31,3;null;16,7;64,9;null;
2007-11-20;0;32,1;25,2;17,8;57,3;2,1;
2007-11-21;0;32,8;24,7;14,3;49;1,7;
2007-11-22;0;32,7;25,2;16,9;51,1;1,9;
2007-11-23;0;30,6;23,5;18,7;67,8;1,8;
2007-11-24;3,4;21,6;19,5;18,3;94,3;1;
2007-11-25;null;28,9;null;17,7;73,6;1,7;
2007-11-26;0;29;21,8;14,4;56,9;2,6;
2007-11-27;0;31,6;23,1;13,8;47,5;2,7;
2007-11-28;0;32,5;24,5;15,9;48,2;3;
2007-11-29;0;35,3;25,3;15,8;47,9;2,6;
2007-11-30;0;35,3;25,9;16;48;2,1;
2007-12-01;0;36,4;27,2;17,8;48,5;1,6;
2007-12-02;0;35,7;27,9;20,3;45,8;2,2;
2007-12-03;0;33,7;26,6;21,2;54,4;1,2;
2007-12-04;0;36,9;28,4;19,8;53,5;1,6;
2007-12-05;19,6;31,1;21,6;19,6;89,8;1,8;
2007-12-06;1,8;28;22,6;17,8;74,2;2,8;
2007-12-07;0;31;22,5;13,4;62,5;1;
2007-12-08;0;33,1;24;14,4;55,7;1;
2007-12-09;0;34,6;25,9;16,4;48,1;1,1;
2007-12-10;0;36;26,6;19,2;59,5;2,2;
2007-12-11;17,4;26,8;22,7;20,2;84,6;2,9;
2007-12-12;,2;30,3;21,8;14,3;59,6;3,2;
2007-12-13;0;33,4;24,8;16,1;59,1;1,4;
2007-12-14;0;34,2;25,9;18,8;59,6;1;
2007-12-15;0;34,3;26,9;19;51,8;1,6;
2007-12-16;0;32,8;26,2;21,1;61,3;3;
2007-12-17;0;34,2;25;18;61,5;2,4;
2007-12-18;0;30,1;24,1;18,7;70,4;1,7;
2007-12-19;,2;32,3;23,4;15,9;65;1,3;
2007-12-20;0;33,5;24,6;15,1;50,7;1,3;
2007-12-21;0;34,5;25,7;15,8;47,2;1,5;
2007-12-22;0;35,4;25,2;16,7;57,9;1,1;
2007-12-23;0;36,2;27,1;16,9;52,8;1,1;
2007-12-24;0;34,9;24,2;19,9;70,5;1,8;
2007-12-25;17,4;30,2;23,6;18,7;77,5;1,5;
2007-12-26;0;33,5;25,8;19,3;71;1;
2007-12-27;33,4;30,8;23,6;19,8;83,4;1,2;
2007-12-28;11,6;31,3;24,2;19,5;84,1;1,2;
2007-12-29;22,4;30,1;24,3;19,9;82,6;1,5;
2007-12-30;33,6;25,4;21,8;20;90,9;1;
2007-12-31;8,6;31,9;24,4;17,4;76,5;1;
2008-01-01;0;34,2;26,8;19,7;67,9;1;
2008-01-02;0;33,9;24,9;20,2;77,1;1,2;
2008-01-03;8,8;32,5;24,9;20,2;82,8;1,4;
2008-01-04;23,2;31,2;24,4;20,1;83,5;,9;
2008-01-05;8;31;24,6;19,2;74;1,8;
2008-01-06;0;31,8;24,9;18,3;62,5;1,7;
2008-01-07;0;32,6;24,9;17,8;61,2;1,4;
2008-01-08;0;33,8;24,9;13,8;57,3;,9;
2008-01-09;0;35,2;26,6;17,1;58,1;,8;
2008-01-10;0;35,5;26,9;17,5;63;1,3;
2008-01-11;0;28;24;21,1;80,4;1,9;
2008-01-12;19,4;30,6;23,3;18,5;74,9;3,2;
2008-01-13;0;32,8;25,6;19,4;70;2,3;
2008-01-14;0;33,9;27;20,5;66,7;1,4;
2008-01-15;0;34,5;27,3;20,5;61,8;1,5;
2008-01-16;0;32,1;25,2;20,2;77,6;1,3;
2008-01-17;1,8;33,1;25,6;20,7;78,3;,7;
2008-01-18;0;30,9;24,7;21,2;84;1,6;
2008-01-19;12,4;25,9;21,9;19,7;85,6;2,5;
2008-01-20;0;28;22,4;17,4;68,6;3,1;
2008-01-21;0;31,4;22,8;15,6;63,1;3,3;
2008-01-22;0;31,9;24,2;17,2;59,8;2,8;
2008-01-23;0;30,8;23,8;17,2;60,5;2,2;
2008-01-24;0;32,4;25,5;19,4;58,8;2,1;
2008-01-25;0;33,1;25,8;19,9;61,5;1,8;
2008-01-26;0;29,5;24,5;19,7;66,4;2,1;
2008-01-27;0;30;24,2;20,1;62,5;2;
2008-01-28;0;28,1;23,2;18,5;67,7;1,4;
2008-01-29;,4;31,5;24,1;19,4;71,8;1,6;
2008-01-30;0;30,1;22,9;20,5;81,6;1,4;
2008-01-31;5,6;30,2;21,3;15,9;81,7;1,2;
2008-02-01;,2;31;22,4;17;79,6;1,2;
2008-02-02;4;28,3;21,9;18,6;87,1;1,1;
2008-02-03;5,8;29,5;22,1;15;73,7;1,6;
2008-02-04;0;28,9;20,6;12,6;60,4;2,1;
2008-02-05;0;33,3;23,3;13,6;56,2;1,5;
2008-02-06;0;35,6;26,1;17,7;54,4;1,9;
2008-02-07;0;34,8;25,8;17,6;54,3;1,5;
2008-02-08;0;36,5;26,4;16,5;57,2;1,5;
2008-02-09;0;29;24,4;21,6;72,7;1,2;
2008-02-10;0;27,9;22,9;19,3;85,1;,9;
2008-02-11;8,6;28,1;23;20,2;82,1;1,7;
2008-02-12;0;29,6;22,3;17,4;70,3;1,3;
2008-02-13;0;31,5;22,6;14,6;66,3;1;
2008-02-14;0;33,6;24,2;15;59,3;1,2;
2008-02-15;0;32,9;22,7;17,9;76,5;1,6;
2008-02-16;15,6;30,7;23,3;18;81,4;1,1;
2008-02-17;0;34,4;26,2;18,8;70,3;1,2;
2008-02-18;0;35;26,3;18,5;62,3;1,8;
2008-02-19;0;35,6;26;17,9;60,7;2;
2008-02-20;0;33,2;26,3;20,7;67,1;1,8;
