Nome: TEUTONIA
Codigo Estacao: A882
Latitude: -29.44916666
Longitude: -51.82333332
Altitude: 81
Situacao: Pane
Data Inicial: 2012-10-03
Data Final: 2024-12-31
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2012-11-05;,2;30,9;21,6;13,8;70;1,8;
2012-11-06;0;32,2;22,6;12,3;56,1;1,7;
2012-11-07;0;33,5;23,1;12,6;61;1,5;
2012-11-08;0;34,2;26;18,4;58,4;1,5;
2012-11-09;0;34,7;27,9;20,9;55,5;1,7;
2012-11-10;0;34,5;28,3;23,9;57,8;2,4;
2012-11-11;0;29,6;24,6;22,6;78,6;2,1;
2012-11-12;,6;25,3;20;19,6;85,3;2,4;
2012-11-13;2,8;24,6;17,8;14,5;81;2,3;
2012-11-14;1,2;26,3;19,1;11,8;72;2,7;
2012-11-15;0;28,8;20,9;14,1;66,5;2,2;
2012-11-16;0;29,9;21,2;12,5;65,9;2,2;
2012-11-17;0;30;21,8;13,8;66,9;2,1;
2012-11-18;0;34,4;23,7;14,1;60,4;1,4;
2012-11-19;,6;29,7;23,7;18,8;64,8;1,9;
2012-11-20;1,2;32,3;24,5;19,2;68,5;2;
2012-11-21;0;31,9;23,2;14,1;62,8;2,4;
2012-11-22;0;38,1;25,1;15,7;67,4;1,7;
2012-11-23;17,8;28,6;23,9;21,1;82,5;1,8;
2012-11-24;48;26,2;21,7;18,8;79,7;2,1;
2012-11-25;1;26,7;19,4;11;61,1;1,9;
2012-11-26;0;29,8;20,9;11,6;62,7;1,6;
2012-11-27;0;32,4;23,8;15;61,4;1,5;
2012-11-28;0;34,4;25,8;18,2;50,2;1,9;
2012-11-29;0;28,4;23;16,6;69,2;2,5;
2012-11-30;0;31,8;25,3;19,9;64,8;1,9;
2012-12-01;,4;27,7;24,3;21,9;73;2,4;
2012-12-02;8,4;30,5;24,2;19,7;71,8;1,8;
2012-12-03;0;35,1;25,1;15,5;61;1,6;
2012-12-04;0;32,6;24,3;20,1;77,8;1,8;
2012-12-05;5;32;25,5;20,7;76;1,9;
2012-12-06;,2;36,8;29,3;21,7;62,8;1,6;
2012-12-07;0;33;28,1;25,6;67,1;2,4;
2012-12-08;1,6;29,5;24;20,2;70,5;2;
2012-12-09;0;32,7;23,8;15,6;63,1;1,4;
2012-12-10;0;38,8;26,4;15,4;59,8;1,6;
2012-12-11;null;null;null;20,7;null;null;
2012-12-12;null;null;null;null;null;null;
2012-12-13;null;null;null;null;null;null;
2012-12-14;null;null;null;null;null;null;
2012-12-15;null;null;null;null;null;null;
2012-12-16;null;null;null;null;null;null;
2012-12-17;null;null;null;null;null;null;
2012-12-18;null;null;null;null;null;null;
2012-12-19;null;29,9;24,8;21,7;80,2;1,3;
2012-12-20;8,8;36,2;27,6;23,3;73,2;3,6;
2012-12-21;48,4;24;22,1;21,2;91,8;1,6;
2012-12-22;17,8;28,7;23;17,9;74,6;2,9;
2012-12-23;0;34,3;26,8;19,3;63,6;1,6;
2012-12-24;0;38,4;30,9;24;60,9;1,7;
2012-12-25;0;38;32,3;25,6;56,2;3,5;
2012-12-26;0;34,6;23,7;24,4;86,5;1,8;
2012-12-27;31,8;20,1;18,8;17,7;91,3;2,1;
2012-12-28;65,2;23,8;19,4;16,8;89,1;2,3;
2012-12-29;0;29;22,9;18,4;79,4;1,3;
2012-12-30;0;34;26,5;20,6;74,2;1,4;
2012-12-31;0;35;29;22,8;68,3;1,9;
2013-01-01;27,8;30,8;23;19,6;79,6;2,8;
2013-01-02;0;25,6;20,3;15;66,3;2,1;
2013-01-03;0;29,8;22,1;15,8;70,1;1,9;
2013-01-04;0;34,7;25,7;17,7;63,3;1,4;
2013-01-05;0;30,2;24,9;21,3;76,8;1,7;
2013-01-06;18,2;29,3;25,5;20,8;79,3;2,1;
2013-01-07;0;30,8;25,9;21,9;76,3;1,5;
2013-01-08;20,2;29;24,2;22,2;89,1;1,5;
2013-01-09;2;30,1;24,3;19,8;80,8;1,8;
2013-01-10;0;29,3;23,5;17,8;72,7;2,6;
2013-01-11;0;27,4;21;14;71;2,5;
2013-01-12;0;28,6;21,4;13,6;69,9;1,7;
2013-01-13;0;30,9;23;15,5;72,3;2;
2013-01-14;0;31,1;24;17,3;72,5;2,1;
2013-01-15;0;31,3;24,1;17,7;73,1;2,1;
2013-01-16;0;32,3;24,5;17,1;72,4;1,7;
2013-01-17;,2;33,5;25,2;17,8;71,7;1,8;
2013-01-18;2,6;27,6;23,1;20,4;86,2;1,7;
2013-01-19;3,4;28;22,3;18,2;80,1;1,6;
2013-01-20;,2;28,1;22,5;19,2;72,4;2,9;
2013-01-21;0;30,5;22,8;15,2;69;2,4;
2013-01-22;0;31,8;23,1;14,8;68,5;1,9;
2013-01-23;0;33,5;25,2;17,4;64;1,5;
2013-01-24;0;37,2;25,3;18,3;69,5;2,3;
2013-01-25;20,6;30,4;23,8;20,3;80;2,3;
2013-01-26;0;25,9;21,1;15,2;58,4;2;
2013-01-27;0;29,2;20;11,2;69,3;1,7;
2013-01-28;0;31,7;22,9;14,3;73,3;1,7;
2013-01-29;0;34,4;25,2;17,3;71,9;1,5;
2013-01-30;,2;37;27,5;19,1;64;1,5;
2013-01-31;0;37,3;27,6;19,1;61,5;1,8;
2013-02-01;0;39,3;29,6;20,9;60,5;2,1;
2013-02-02;0;31,4;24,9;23,2;84,1;1,6;
2013-02-03;53,6;26,5;21,7;20,5;90,3;1,7;
2013-02-04;5,2;27,8;21,5;17,6;76,7;1,7;
2013-02-05;0;28,9;21,1;14,6;74,8;2,2;
2013-02-06;0;29,9;23;18,7;79,4;1,8;
2013-02-07;6,6;29,9;22,9;16,7;75,4;1,9;
2013-02-08;1,6;28,8;22,3;17,1;78,7;1,4;
2013-02-09;2,6;31,2;24,1;20,3;83,2;1,3;
2013-02-10;,2;31,2;24;21,4;80,3;1,4;
2013-02-11;0;29,3;23,5;19,8;85,4;2,1;
2013-02-12;11,4;31;25,2;21,4;79,6;1,7;
2013-02-13;,6;31,3;25,2;21,2;79,5;1,6;
2013-02-14;,4;32,8;25,4;21,1;80,7;1,4;
2013-02-15;37;30,4;25,7;23,2;82,8;1,6;
2013-02-16;,2;32,1;25,8;21,8;80,5;1,4;
2013-02-17;0;32,4;25,9;21,9;79,4;2,1;
2013-02-18;11,8;31,1;25,8;22;75,2;2,3;
2013-02-19;,2;28,7;25;22,6;82,4;2,5;
2013-02-20;0;31,3;25,5;23,2;85,5;1,3;
2013-02-21;2,2;30;25,6;22,6;81,3;2,2;
2013-02-22;1,8;26,3;22,7;20,3;77,6;2,4;
2013-02-23;,2;31,3;22,8;15,4;74,1;1,4;
2013-02-24;,4;33,4;26,8;21;65,9;2,3;
2013-02-25;,4;27,8;24,9;22,9;82,8;1,7;
2013-02-26;3,8;26,1;22,1;19,4;74,7;2;
2013-02-27;,2;25,9;18,4;11,7;72;1,6;
2013-02-28;,2;27,7;19,1;11,9;77,4;1,7;
2013-03-01;0;32,8;22,6;14,7;76,9;1,5;
2013-03-02;0;31,8;27,1;18,1;60;3,1;
2013-03-03;0;30,3;25,4;22,8;75,3;2;
2013-03-04;34,4;25,3;21,5;19;87,3;1,3;
2013-03-05;12,4;23,9;19,8;17,6;84,2;1,4;
2013-03-06;,2;27,2;19,8;15,1;80,4;1,5;
2013-03-07;0;30,5;21,8;15,3;80,6;1,3;
2013-03-08;,2;26,6;22,6;18,7;89,7;1,5;
2013-03-09;12,4;26,9;23,5;20,8;84,1;1,8;
2013-03-10;,2;28,6;24,1;20,4;78,2;2,6;
2013-03-11;0;29,7;24,2;21;79,5;1,2;
2013-03-12;21,6;24,6;21,5;20,2;93,3;1,5;
2013-03-13;7;22;19,8;18,9;85,6;2;
2013-03-14;,8;24,4;18,8;14,4;81,5;1,9;
2013-03-15;1,4;21;19,5;16;88,2;2,1;
2013-03-16;4,8;20,6;18,4;17,5;87,5;2,3;
2013-03-17;0;23,2;18,2;14,8;77,2;2,3;
2013-03-18;0;25,1;17,8;11,9;75,6;1,9;
2013-03-19;0;24,8;19,1;14,2;82,3;1,5;
2013-03-20;21,2;20,8;19;16,8;93;1,6;
2013-03-21;19;27,6;21,6;16,1;80,4;2,4;
2013-03-22;0;27,1;21,8;19,3;76,4;1,5;
2013-03-23;,2;27,3;19,6;13,1;77,8;1,5;
2013-03-24;0;22,5;18,2;13,5;86,9;1,3;
2013-03-25;,2;27,3;20,9;15,7;81,1;1,3;
2013-03-26;0;25;19,3;16,5;89;1,5;
2013-03-27;2,6;24,7;null;15,4;84,3;1,5;
2013-03-28;null;null;null;null;null;null;
2013-03-29;,2;27;19,9;14;78,5;1,7;
2013-03-30;,2;30,4;22,1;15,2;70,8;1,6;
2013-03-31;0;31,8;24;16,4;66,6;2;
2013-04-01;0;28,6;22,4;16,5;78;1,4;
2013-04-02;,2;27,1;22,7;19,9;86,6;1,1;
2013-04-03;,2;30,6;24,5;19,5;79,2;1,2;
2013-04-04;1;28,6;24,2;20,6;84,4;1,3;
2013-04-05;23,6;26,1;22,3;19,5;70,9;3,9;
2013-04-06;0;28,9;22,8;17,5;65,3;2,8;
2013-04-07;0;25,5;19,6;15;83,6;1,4;
2013-04-08;0;23,6;19;15,3;83;1,5;
2013-04-09;0;23,6;19,5;17;83;1,9;
2013-04-10;,2;27,4;20,1;13,7;81;1,7;
2013-04-11;0;31,3;23,5;16,9;72;1,6;
2013-04-12;42,4;27,9;21,4;19,8;88,1;2,2;
2013-04-13;6,2;21,1;17,2;15,5;76,3;2;
2013-04-14;,2;21;13,5;7;77,2;1,4;
2013-04-15;,2;25,7;16,6;8,5;72,3;2;
2013-04-16;0;22;18,1;14;66,5;2,1;
2013-04-17;0;22,2;14,7;9,1;81,7;1,3;
2013-04-18;,2;23,7;15,3;9,6;83,7;1,2;
2013-04-19;,4;25,2;16,5;9,7;81;1,3;
2013-04-20;,2;25,4;17,1;10,2;80,2;1,2;
2013-04-21;,2;24;16,7;11,9;87,2;1,3;
2013-04-22;,2;25,5;18,3;13,7;82,5;1,3;
2013-04-23;,4;26,7;18,4;10,8;76,5;1,4;
2013-04-24;0;27,3;18,6;11;77,7;1,1;
2013-04-25;,2;28,2;19,3;11,6;76,7;1,1;
2013-04-26;,2;27,3;19,4;13,6;79,2;1,2;
2013-04-27;,2;28;19,6;13,2;82,5;1;
2013-04-28;0;31,5;22,5;15,4;78,5;1,4;
2013-04-29;12,4;24,8;21,8;19,3;87;1,8;
2013-04-30;13,6;27,4;22,5;19,6;81,8;1,3;
2013-05-01;0;22,7;20,1;17,9;85,2;1,8;
2013-05-02;0;31,5;23,3;17,2;81;1,4;
2013-05-03;0;32,1;24,8;20,7;77,3;2,2;
2013-05-04;2,4;22,8;20,6;19,6;83,7;1,4;
2013-05-05;0;21,1;17,8;16;79,5;1,5;
2013-05-06;,2;20,7;14,2;9,8;81,9;1,4;
2013-05-07;,2;17,9;13,6;9,3;73,6;3,3;
2013-05-08;,2;21,7;11,6;4,1;77,2;1,7;
2013-05-09;,2;25;13,7;4,2;77;1,1;
2013-05-10;,2;27,4;15,6;6,5;71,5;1,3;
2013-05-11;,2;28,8;19;10,1;67;2;
2013-05-12;0;21,9;17,1;12,8;86,4;1,5;
2013-05-13;0;23,9;18,4;14,6;88,4;1;
2013-05-14;0;26,2;22,3;16,4;76,3;2,5;
2013-05-15;,2;22,6;20,1;18,4;90,6;1,4;
2013-05-16;20,2;16,2;11,1;6,7;72,2;2,4;
2013-05-17;0;16,1;8,5;2;83;1,2;
2013-05-18;2,8;14,4;9,7;5,1;93,5;,9;
2013-05-19;1,4;15,6;13,3;7,7;95,9;1,1;
2013-05-20;37,8;20,5;17;12,9;93,3;1,6;
2013-05-21;,4;19,7;16,6;14,8;86,9;1,1;
2013-05-22;,6;16,1;13,8;10,9;89,8;1,1;
2013-05-23;0;18,1;13,9;9,5;92;1,2;
2013-05-24;,2;20;15,1;11;90,8;1,5;
2013-05-25;0;21;16,5;12,5;83;1;
2013-05-26;,2;23,7;15,1;10,6;84,5;1,5;
2013-05-27;0;24,8;17,2;11,1;79,3;1,3;
2013-05-28;0;23,2;17,3;11,1;84,5;1,8;
2013-05-29;16,4;23,1;19,2;14,7;78,3;3,2;
2013-05-30;18,4;19,2;13,8;8,9;69,3;3,2;
2013-05-31;,2;20,7;11,8;5;81,4;1,1;
2013-06-01;3,6;18,8;14,7;8,9;88,9;1,9;
2013-06-02;11,2;20,7;16,1;13,6;90;1,3;
2013-06-03;,2;19,6;14,1;10,8;84,3;1,7;
2013-06-04;,2;22,5;13,4;5,7;80,4;1,3;
2013-06-05;,2;24,2;15,9;8,9;81,4;2;
2013-06-06;,2;22,2;16,7;12,3;83,3;1,9;
2013-06-07;,2;21;13,3;6,7;88,1;1,1;
2013-06-08;,2;19;14,3;8,7;89,7;1,6;
2013-06-09;,2;23;15,3;10,1;87,3;1;
2013-06-10;2,2;20,9;17,9;11,4;90,8;1,2;
2013-06-11;,2;18,4;15,5;12,8;93,2;1,3;
2013-06-12;0;20,4;16,7;13,7;89,7;1,2;
2013-06-13;,2;22,5;15,5;10,9;83,7;1,2;
2013-06-14;1,4;21;14,5;9,8;84,2;1,8;
2013-06-15;0;18,2;14,4;12,3;83,9;2,3;
2013-06-16;,2;18,8;13,8;9,5;92,8;,9;
2013-06-17;,8;17,8;15,8;11,8;94,1;1,4;
2013-06-18;1,6;20,5;15,9;13;89,5;1,1;
2013-06-19;14;17,6;15,2;13,8;94;2,2;
2013-06-20;5,2;14,1;12,4;10,7;92,4;1,5;
2013-06-21;20;16,6;14,4;11,5;90;2,4;
2013-06-22;3,6;18,2;14,7;12,2;72;4,6;
2013-06-23;,2;17,6;11,2;5,3;84,7;1,7;
2013-06-24;0;16,5;13,1;8;92,5;1,4;
2013-06-25;6,4;21,4;17,2;11,6;85,8;2,1;
2013-06-26;1;15,2;14,2;13,7;89,5;1,1;
2013-06-27;,4;18,6;11,8;6,3;88,5;1,5;
2013-06-28;,2;24;15,4;8,3;87,7;1,3;
2013-06-29;62,8;19,5;17,4;12,4;88;2,3;
2013-06-30;,4;17,1;12,3;9,9;89,1;1,3;
2013-07-01;0;16,1;9,1;2,6;84,5;1,1;
2013-07-02;,4;18,2;10,1;4,1;88,9;1;
2013-07-03;,2;23,5;14,5;5,9;80,3;1,7;
2013-07-04;0;23,9;19,1;11,7;79,2;1,7;
2013-07-05;,2;28,3;23,5;18,1;60,9;2,8;
2013-07-06;0;28,3;23,2;18,8;70,4;2,2;
2013-07-07;61,4;24,3;16,5;15,6;93;2,4;
2013-07-08;12,8;15,7;12,3;9,9;81,7;2,1;
2013-07-09;,2;21,8;14,2;7,6;86,5;1;
2013-07-10;0;26,9;21;9,3;72,3;1,9;
2013-07-11;,2;26,2;19;14,3;82,7;1,2;
2013-07-12;,6;25,6;19,1;14,1;82,2;1,7;
2013-07-13;16,2;20,3;18,6;16,6;89,5;1,5;
2013-07-14;1,2;20,6;17,9;16,1;89;1,4;
2013-07-15;25,6;17,8;12,3;10,5;82,3;1,3;
2013-07-16;,2;19;10,6;4,3;81,3;1,5;
2013-07-17;,2;24,1;14,2;6,5;75,5;1,6;
2013-07-18;0;22,4;17,6;11,2;73,6;2,2;
2013-07-19;13;13,5;9,1;7;83,8;2;
2013-07-20;0;13,8;10,5;7,4;88,7;1,4;
2013-07-21;8;13,6;10,4;9,5;84;1,6;
2013-07-22;0;12,1;7;3,1;72,3;2;
2013-07-23;0;11,4;7,2;3,4;66,5;3,2;
2013-07-24;0;12,1;6,6;1,8;77,7;1,2;
2013-07-25;null;14,6;null;,8;77,8;null;
2013-07-26;,2;18,6;8,6;1,8;86,3;1;
2013-07-27;,2;21,1;12,6;3,1;78,3;1,8;
2013-07-28;0;21,9;13,3;6,4;80,8;,9;
2013-07-29;,4;21,7;13,4;7;86,8;1,2;
2013-07-30;,2;21,1;14,4;9,6;89,5;1,2;
2013-07-31;,4;27,5;17,4;10,6;77,8;1,5;
2013-08-01;0;30,7;20,7;12,3;64,8;2,7;
2013-08-02;2,4;22;19,1;16,1;79,6;1,7;
2013-08-03;2,4;18,5;14,6;12,4;84,4;2;
2013-08-04;26,6;17,6;13;11,3;85,8;2;
2013-08-05;,2;21,5;11,7;4,2;84,3;1,1;
2013-08-06;,6;22,7;16,2;8,3;77,3;1,6;
2013-08-07;,2;28,8;16,9;9,2;83,2;1,6;
2013-08-08;0;29,9;24,3;12;59,3;5,2;
2013-08-09;1,6;15,9;11;10,5;91,5;2,8;
2013-08-10;30,8;10,2;9,2;8,2;95,8;2;
2013-08-11;39;13,4;10;8,4;85,4;1,7;
2013-08-12;,2;20;11,1;4,3;82,3;1,2;
2013-08-13;2;14,4;11,3;6,8;94,5;1,2;
2013-08-14;7,2;10,5;8,2;7,3;88;2,2;
2013-08-15;,6;15,7;9,8;6,5;86,3;1,2;
2013-08-16;,2;21,2;12,3;5,3;77,1;1,8;
2013-08-17;,2;18,1;11,7;5,9;83;1,9;
2013-08-18;,2;21,5;13;7,8;84;1,2;
2013-08-19;0;25,3;16,5;8,7;73,5;1,9;
2013-08-20;0;26,9;19,8;12,9;63,5;2;
2013-08-21;0;28,2;21,7;15,1;59,8;3,5;
2013-08-22;0;26,7;21;16,8;70,5;2,8;
2013-08-23;42,4;18,3;9;8,3;91,5;2,7;
2013-08-24;42,4;10,6;8,5;5,7;94,9;1,7;
2013-08-25;58,4;12,7;11,5;8,3;95;2,1;
2013-08-26;43,4;9,9;7,9;7;94,4;2,1;
2013-08-27;16,2;12,7;8,5;5,9;85,3;2,1;
2013-08-28;,2;17,7;11,9;7,7;80,2;1,4;
2013-08-29;,2;24,1;13,3;4,1;77,8;1;
2013-08-30;,2;28,1;17,2;8,6;75,6;1,1;
2013-08-31;,2;28,5;19,6;11,7;76,3;1,1;
2013-09-01;6,4;23,2;19,5;17,7;81,5;3,2;
2013-09-02;11;21,7;18,2;14,7;86,9;1,3;
2013-09-03;,6;18,4;15,2;13,2;90,2;1,7;
2013-09-04;1,8;16,9;12,2;8,4;70;2,2;
2013-09-05;0;24,7;15,7;9;77,3;1,4;
2013-09-06;0;28,6;21,3;12,6;68,8;1,8;
2013-09-07;0;29,3;22,7;17,7;60,6;1,9;
2013-09-08;3,2;26,8;22,7;17,7;66,1;2,8;
2013-09-09;,2;31,4;21,9;14,5;77,6;1,1;
2013-09-10;0;33,7;24,8;16,9;67,9;2;
2013-09-11;0;33,4;25,7;19,9;52,8;2;
2013-09-12;0;34,1;25,5;17,5;51,9;2,9;
2013-09-13;0;34,8;25,3;16,9;57,1;2,6;
2013-09-14;0;26;21,6;18,6;78,8;2,3;
2013-09-15;0;23,3;20,2;18,1;88,7;1,3;
2013-09-16;34,4;20,3;16,5;15,8;93,8;1,7;
2013-09-17;12,8;17;14,2;12,1;73,1;4,3;
2013-09-18;0;17,2;10,6;4,6;64,8;2,4;
2013-09-19;0;20,2;11,3;3,3;70,7;1,7;
2013-09-20;,2;17,3;13,8;9,5;90;1,2;
2013-09-21;44,8;17,2;16,2;13,2;93,7;1,9;
2013-09-22;4,2;16,5;15,1;14;90,4;2,3;
2013-09-23;4,8;15,6;14;12,8;94,4;2;
2013-09-24;18,2;13,5;10,7;8,7;90,7;3,5;
2013-09-25;6;18,4;12,9;9,4;80,5;1,6;
2013-09-26;,2;20,7;13;6,6;78,5;1,7;
2013-09-27;0;23,1;14,9;7,3;76,3;1,7;
2013-09-28;11;19,4;15,5;13;88,5;1,5;
2013-09-29;,2;23,1;17,5;14,4;83,7;1,3;
2013-09-30;0;20,8;17,3;14,7;88,2;1,5;
2013-10-01;,2;23,3;17,8;14,9;75,9;1,4;
2013-10-02;0;25,3;17,1;9,6;70,3;1,5;
2013-10-03;0;19,7;16,7;13,1;82,5;2,1;
2013-10-04;,6;24,1;18,7;16,2;80,8;2,1;
2013-10-05;1,4;20,1;15,3;12,5;83,1;1,4;
2013-10-06;0;21,8;15,8;10,6;76;2,1;
2013-10-07;0;23,8;16,2;9;72;2,1;
2013-10-08;0;26,6;17,5;9,2;62,1;1,8;
2013-10-09;,2;29,4;20,6;12,1;56,2;1,8;
2013-10-10;0;28,1;21,5;14,7;63,5;1,8;
2013-10-11;0;29;22,1;15,4;69,2;2,1;
2013-10-12;0;24,6;20,5;16,8;84;1,3;
2013-10-13;7,4;27,1;22,2;19,7;84,9;1,3;
2013-10-14;,4;28,5;22,2;16,6;76,1;1,7;
2013-10-15;0;26,4;21,3;17,2;71,4;1,8;
2013-10-16;0;22,6;18,2;13,3;81,5;1;
2013-10-17;20,4;24,3;19,9;17,6;85,9;1,6;
2013-10-18;,2;25,7;20;17,2;79,4;1,5;
2013-10-19;2,2;27,4;20,2;13,3;74,8;1,3;
2013-10-20;,2;33,5;22,9;13,9;65,1;2,1;
2013-10-21;23,4;27,6;20,7;18,8;79,3;2,8;
2013-10-22;15,8;25,7;20,4;16,6;70,5;2,3;
2013-10-23;13,2;31,3;21,9;17,1;82,8;2,5;
2013-10-24;10,2;23,9;20,6;18,7;87,6;2,6;
2013-10-25;20,2;24;18,9;15,3;76;2,6;
2013-10-26;4,4;26,5;20,4;16,9;82;2,5;
2013-10-27;27,8;24,7;20,2;17,5;73,9;2,4;
2013-10-28;0;23,4;16;8;65;2,1;
2013-10-29;0;25,7;17,9;10,5;71;1,8;
2013-10-30;0;27,8;20,5;14,5;74,5;2;
2013-10-31;0;29,6;22,2;15,4;73,2;1,7;
2013-11-01;0;30,4;24,7;19,3;59,3;2,2;
2013-11-02;0;31,3;25,8;21,3;54,3;2,2;
2013-11-03;3,8;27,9;23,7;22;76,3;3;
2013-11-04;0;24,7;20;15,4;67,9;2,1;
2013-11-05;0;24,9;18,7;12,5;68,6;2,6;
2013-11-06;0;28,3;19,8;11,7;64,1;2,4;
2013-11-07;0;29,8;22,6;16,6;55,1;2,2;
2013-11-08;0;33;25,7;19,5;53,5;2,3;
2013-11-09;0;32,1;25,3;18,6;66,8;2;
2013-11-10;4,8;30,6;23,5;20,5;87,5;1,9;
2013-11-11;92,4;22,2;21,1;20,9;93,3;2;
2013-11-12;58,6;27,2;22,7;18,5;68,9;3,5;
2013-11-13;0;28,3;21,1;14,5;69,9;1,9;
2013-11-14;0;30,2;21,7;12,8;69,5;1,8;
2013-11-15;0;33,8;24,1;18,4;65;3,2;
2013-11-16;27,6;25,3;20,7;16,7;73,6;2,2;
2013-11-17;0;26,3;19,3;11,6;70,8;2;
2013-11-18;0;32,6;23,1;13,5;68,3;1,6;
2013-11-19;0;32,9;26,2;19,9;67,8;1,9;
2013-11-20;16,8;31;25,3;20,8;78,9;2,6;
2013-11-21;18,6;26,6;22,7;21,4;90,9;2,1;
2013-11-22;16,4;25,3;21,2;18,4;73,8;3,3;
2013-11-23;0;27,7;20,4;12,7;73,2;1,8;
2013-11-24;0;31;24,2;18,6;64,4;1,8;
2013-11-25;0;32,6;25,8;21,6;65;2,2;
2013-11-26;1,2;32,9;25,8;20,8;73,8;1,5;
2013-11-27;0;34;26,2;21,3;71,2;2,8;
2013-11-28;,6;27,5;23,5;20,7;67,5;2,4;
2013-11-29;0;27,9;21;14,3;66,4;2,1;
2013-11-30;0;28,7;22,4;17,2;70,6;2,5;
2013-12-01;0;30,7;23,7;17,9;65,6;1,8;
2013-12-02;,8;30,1;24,2;20,5;77,5;1,6;
2013-12-03;0;32,4;23,9;18,1;74,7;2,3;
2013-12-04;0;33,7;25,3;18,2;68,1;1,6;
2013-12-05;50,6;28,3;22,9;21,1;87;1,9;
2013-12-06;,6;25,2;20,6;15,7;72,9;2;
2013-12-07;0;28,8;21,2;15,6;73,7;1,7;
2013-12-08;,2;34,4;24,2;14,8;67,8;1,7;
2013-12-09;0;30,7;25;19,9;76,7;2,3;
2013-12-10;26,2;23,9;21,9;21,2;89,8;1,6;
2013-12-11;9;26;21,2;17,9;73,2;2,8;
2013-12-12;0;28,5;21,3;14;76,1;1,8;
2013-12-13;0;29,8;23;18;76,3;2,1;
2013-12-14;3;32;24,4;17,3;73,6;1,3;
2013-12-15;0;32,4;25,5;19,3;72,5;1,6;
2013-12-16;0;30,4;23,5;18,3;75,6;1,6;
2013-12-17;,2;31,2;24,3;17,8;72,9;1,7;
2013-12-18;0;33,5;25,5;17,6;64,8;1,7;
2013-12-19;0;32,3;25,6;19;69,5;1,9;
2013-12-20;0;31,9;25,4;19,3;72;2,1;
2013-12-21;0;31,9;24,6;17,3;70,8;2,1;
2013-12-22;0;30,9;24,4;17,3;70,1;2,7;
2013-12-23;0;30;23,8;18,4;73,7;2,6;
2013-12-24;0;32,9;25,9;18,4;69;2;
2013-12-25;0;35,8;27,3;20,7;65,8;1,7;
2013-12-26;0;39,1;29,6;20,5;58,1;1,6;
2013-12-27;0;38,6;28,3;22,9;66,6;1,9;
2013-12-28;27,2;34;27,6;23,5;76,5;1,8;
2013-12-29;0;36;29,5;23;66,8;2,4;
2013-12-30;10,2;33,6;26,6;23;81;2,1;
2013-12-31;7,2;30,6;26,7;23,2;79,3;1,7;
2014-01-01;3,6;32,6;26,4;23,1;82,7;1,4;
